诃黎勒散_《圣惠》卷七十五,诃黎勒散,《圣惠》卷七十五,诃黎散,诃黎勒1两（煨，用皮），陈橘皮1两（汤浸，去白瓤，焙），白术3分，芎?3分，厚朴1两（去粗皮，涂生姜汁，炙令香熟），人参3分（去芦头），白茯苓1两，当归半两（锉，微炒）。,,每服3钱，以水1中盏，加生姜半分、大枣3枚，同煎至6分，去滓温服，不拘时候。,太平圣惠方,诃子 陈皮 白术 川芎 厚朴 人参 茯苓 当归,妊娠 心腹疼痛 干呕 不下食 四肢拘挛
诃黎勒散_《圣惠》卷七十一,诃黎勒散,《圣惠》卷七十一,,诃黎勒1两（煨，用皮），槟榔半两，桂心半两，木香半两，白术3分，赤芍药3分，桔梗3分（去芦头），当归3分（锉，微炒），芎?半两，陈橘皮1两（汤浸，去白瓤，焙），鳖甲1两（涂醋炙令黄，去裙襕）。,,每服4钱，以水1中盏，加生姜半分，煎至6分，去滓温服，不拘时候。,太平圣惠方,诃子 槟榔 肉桂 木香 白术 赤芍 桔梗 当归 川芎 陈皮 鳖甲,气滞 两胁胀痛 肢节无力 饮食不下
诃黎勒散_《圣济总录》卷一六五,诃黎勒散,《圣济总录》卷一六五,,诃黎勒（炮，去核）、阿胶（炒令燥）、黄柏、地榆、甘草（炙，锉）各等分。,,每服2钱匕，食前以米饮调下，日3次。,圣济总录,诃子 阿胶 黄柏 地榆 甘草, 血痢 肚腹痛 不止
诃黎勒汤_《圣济总录》卷一五六,诃黎勒汤,《圣济总录》卷一五六,,诃黎勒（炮，去核）1两，苍术（去皮）1两，肉豆蔻（去壳）1两，赤石脂1两，干姜半两（炮裂，锉），阿胶1两（捣碎，炒令黄燥），艾叶1两（炒令微黄），白术1两，龙骨半两，陈橘皮1两（汤浸，去白瓤，焙），甘草1两（炙微赤，锉）。,,每服2钱匕，以粥饮调下，不拘时候。,圣济总录,诃子 苍术 肉豆蔻 赤石脂 干姜 阿胶 艾叶 白术 龙骨 陈皮 甘草,妊娠 下痢 冷热 不止
诃黎勒丸_《圣惠》卷七十,诃黎勒丸,《圣惠》卷七十,,诃黎勒皮1两，贝母3分，射干3分，紫菀3分（洗，去苗土），桂心3分，紫苏子3分（微炒），前胡3分（去芦头），桔梗3分（去芦头），木通3分（锉），皂荚子仁1两（微炒），郁李仁1两半（汤浸，去皮，微炒，别研入）。,,每服20丸，以生姜汤送下，不拘时候。,太平圣惠方,诃子 川贝母 射干 紫菀 肉桂 紫苏子 前胡 桔梗 木通 皂荚子 郁李仁,咳嗽 不止 壅滞 心胸不利 噎膈咽喉
诃黎勒丸_《圣惠》卷七十五,诃黎勒丸,《圣惠》卷七十五,,诃黎勒皮1两，人参半两（去芦头），赤茯苓半两，白术1两，半夏半两（汤洗7遍去滑），葛根半两（锉），甘草半两（炙微赤，锉），枳壳3分（麸炒微黄，去瓤）。,,每服20丸，以生姜粥饮送下，不拘时候。,太平圣惠方,诃子 人参 赤茯苓 白术 半夏 葛根 甘草 枳壳,妊娠 心神多躁 头目眩晕 干呕
诃黎勒丸_《圣济总录》卷一六五,诃黎勒丸,《圣济总录》卷一六五,,诃黎勒（煨，去核）1两半，大黄（锉，炒）1两半，当归（切，焙）1两半，熟干地黄（焙）1两半，大麻仁（别研如膏）1两半，人参1两半。,,每服30丸，米饮送下，不拘时候。,圣济总录,诃子 大黄 当归 干地黄 火麻仁 人参, 大便结燥
诃黎勒丸_《医方类聚》卷一四二引《澹寮》,诃黎勒丸,《医方类聚》卷一四二引《澹寮》,,诃子（煨，去核）、附子（炮，去皮脐）、肉豆蔻、赤石脂、龙骨（不煅）、白矾（枯）、木香、干姜、乌头（炮）。,,每服20-30丸，空心以粟米饮送下。,医方类聚,诃子 附子 肉豆蔻 赤石脂 龙骨 白矾 木香 干姜 乌头附子尖,滑泄
诃皮生化汤_《产宝》,诃皮生化汤,《产宝》,,川芎2钱，当归3钱，诃子皮8分，干姜（炙黑）5分，茯苓1钱5分，肉果霜5分，莲子10粒，桃仁（去皮尖，研）14粒，甘草（炙）5分。,,,产宝,川芎 当归 诃子 干姜 茯苓 肉豆蔻 莲子 桃仁 甘草,产毕即泻
诃术散_方出《医学正传》卷七引《产宝》，名见《医部全录》卷三八七,诃术散,方出《医学正传》卷七引《产宝》，名见《医部全录》卷三八七,,诃子皮（煨）1钱，白术1钱，陈皮半钱，良姜（炒）半钱，木香半钱，白芍药（酒炒）半钱，炙甘草半钱，肉豆蔻（面裹，煨）半钱。,,加生姜5片，水1盏半，煎至1盏，温服。,医学正传,诃子 白术 陈皮 高良姜 木香 白芍 甘草 肉豆蔻,妊娠 痢不止 两胁虚鸣 脐腹冷痛
诃子人参汤_《准绳·类方》：卷六,诃子人参汤,《准绳·类方》：卷六,诃子散,诃子（煨，去核）、人参、白茯苓、白术、炙甘草、莲肉、升麻、柴胡各等分。,,加生姜，水煎服。,证治准绳,诃子 人参 茯苓 白术 甘草 莲子 升麻 柴胡,痢不止 肛出
合欢丸_《叶氏女科》卷四,合欢丸,《叶氏女科》卷四,,当归3两，熟地黄3两，茯苓1两5钱，白芍1两5钱，酸枣仁（炒）1两，远志肉（制）1两，香附（酒炒）8分，炙甘草8分。,,白汤送下。,叶氏女科,当归 熟地黄 茯苓 白芍 酸枣仁 远志 香附 甘草,气滞不行 不育
何首乌散_《圣惠》卷六十九,何首乌散,《圣惠》卷六十九,,何首乌3分，羌活3分，威灵仙1两，当归3分（锉，微炒），羚羊角屑3分，防风半两（去声头），赤箭3分，附子3分（炮裂，去皮脐），桂心3分，赤芍药3分，芎?3分，牛膝2两（去苗）。,,每服2钱，以豆淋酒送下，不拘时候。,太平圣惠方,何首乌叶 羌活 威灵仙 当归 羚羊角 防风 天麻 附子 肉桂 赤芍 川芎 牛膝,血风劳 身疼 脚手痹顽
何首乌丸_方出《魏氏家藏方》卷一，名见《普济方》卷三一八引《经验济世方》,何首乌丸,方出《魏氏家藏方》卷一，名见《普济方》卷三一八引《经验济世方》,,何首乌1斤（赤、白色者各半，米泔浸3宿取出，用竹刀刮去皮，薄切，焙干），赤芍药4两。,治风 活血 大补益,每服30-50丸，食后温酒或饭饮任下，每日2次。,普济方,何首乌叶 赤芍,血风劳 久虚 风邪 停滞 手足痿缓 遍身麻痹 皮肤瘙痒 五痔下血
和解四物汤_《妇科玉尺》卷四,和解四物汤,《妇科玉尺》卷四,,四物汤加柴胡、黄芩、人参、半夏、甘草、生姜、大枣。,,,妇科玉尺,当归 川芎 白芍 熟地黄 柴胡 黄芩 人参 半夏 甘草 生姜 大枣, 寒热 盗汗 脉浮
和经汤_《女科万金方》,和经汤,《女科万金方》,,白芍药2两2钱，当归1两，熟地1两，白茯苓1两，香附1两，黄芩1两，白术1两，川芎9钱，酸枣仁9钱，蒲黄9钱，白芷9钱，阿胶8钱，橘红8钱，甘草1钱，小茴香1钱。,,每服1两，加生姜3片，水煎服。兼四物补经汤、乌鸡丸并服。,女科万金方,白芍 当归 熟地黄 茯苓 香附 黄芩 白术 川芎 酸枣仁 蒲黄 白芷 阿胶 橘红 甘草 小茴香,经行无定期 淋漓 淋漓不净 漏血不止
和经汤_《医学正传》卷七,和经汤,《医学正传》卷七,,当归1钱半，川芎半钱，熟地黄1钱，白芍药1钱，桃仁30个（去皮尖，研），红花3分，香附米1钱，熟桂半钱，木通8分，蓬莪术1钱，甘草5分，苏木1钱。,,水1盏半，煎至1盏，空心温服。,医学正传,当归 川芎 熟地黄 白芍 桃仁 红花 香附 桂花 木通 莪术 甘草 苏木,月经后期
和经汤_《元和纪用经》,和经汤,《元和纪用经》,,白芍药2两，赤芍药1两，干姜半两，当归7钱半。,温血和经,每服3方寸匕，水2升，以文火煎至半，取清汁，温服，每日4次。,元和纪用经,白芍 赤芍 干姜 当归,赤白带下
和气安胎饮_《胎产心法》卷上,和气安胎饮,《胎产心法》卷上,,人参2钱，白术（土炒）2钱，当归（酒洗）2钱，川芎8分，条芩8分，陈皮4分，紫苏4分，炙草4分，木香2分（磨汁冲服）。,,生姜为引，水煎服。,胎产心法,人参 白术 当归 川芎 黄芩 陈皮 紫苏梗 豨莶 木香,多怒 胸中胀满 满闷
和气八物汤_《女科旨要》卷一,和气八物汤,《女科旨要》卷一,,人参3钱，茯苓3钱，熟地3钱，小茴3钱，白术4钱，川芎4钱，甘草1钱，黄芩1钱，柴胡1钱，枳壳1钱，当归6钱，白芍6钱，香附6钱。,,上分4帖。加生姜3片，灯心1团，水煎，空心热服。,女科旨要,人参 茯苓 熟地黄 小茴香 白术 川芎 甘草 黄芩 柴胡 枳壳 当归 白芍 香附,脾胃虚弱 血结 月经不通 饮食不下 寒热 头痛 眼昏 结块 烦愦 干呕 膨胀
和气平胃散_《女科万金方》,和气平胃散,《女科万金方》,,厚朴5钱，黄连5钱，猪苓5钱，泽泻5钱，地榆5钱，苍术3钱，升麻1钱5分，豆蔻1钱5分，白芍药3钱，陈皮4钱，柴胡1钱5分，甘草1钱。,安胎和气,分3服。每服用水1钟半，煎7分，空心温服。,女科万金方,厚朴 黄连 猪苓 泽泻 地榆 苍术 升麻 草豆蔻 白芍 陈皮 柴胡 甘草,脾胃虚弱 不调 湿热 不和 痢不止
和气散_《女科秘要》卷二,和气散,《女科秘要》卷二,,陈皮8分，桔梗8分，厚朴8分，小茴8分，益智8分，藿香8分，砂仁5分，苍术4分，甘草3分，丁香3分，木香5分。,,,女科秘要,陈皮 桔梗 厚朴 小茴香 龙眼肉 藿香 砂仁 苍术 甘草 丁香 木香,胎气不和 妊娠呕恶冲逆 干呕 饮食不下 肚腹痛
和气散_《叶氏女科》卷二,和气散,《叶氏女科》卷二,,藿香1钱，陈皮1钱，白术（蜜炙）1钱，砂仁（炒）1钱，黄芩1钱，桔梗1钱，益智仁1钱，厚朴（姜制）1钱半，枳壳（麸炒）1钱半，甘草（炙）8分，苏叶8分，小茴7分。,,加灯心10茎，水煎，空心服。若惯堕胎者，宜每月服2剂，保过5月而止。,叶氏女科,藿香 陈皮 白术 砂仁 黄芩 桔梗 益智仁 厚朴 枳壳 甘草 紫苏叶 小茴香,妊娠 胎气有伤 动胎
和气通经汤_《陈素庵妇科补解》卷三,和气通经汤,《陈素庵妇科补解》卷三,,归尾（姜汁炒）、川芎、丹参、益母草（花茎叶根子全用）、延胡索、桂心、红花、青皮、莪术（醋炒）、香附（酒醋同炒）、乌药。,行瘀逐寒,,陈素庵妇科补解,川芎 丹参 益母草 延胡索 肉桂 红花 青皮 莪术 香附 乌药,血聚下焦 凝结不散 寒气客于子门 血壅不流 结生瘕聚 结生瘕聚 腹大 月经不通 月经不通 经水忽来忽断 胎漏
和气丸_《叶氏女科》卷一,和气丸,《叶氏女科》卷一,,厚朴（姜制）5钱，陈皮3钱，藿香（如炒，少用）3钱，白术（蜜炙）3钱，玄胡索3钱，枳壳（麸炒）3钱，香附5钱（童便制），草果2钱，甘草2钱，砂仁2钱，小茴2钱，木香3钱。,,每服2钱，空心白汤下。,叶氏女科,厚朴 陈皮 藿香 白术 新疆延胡索 枳壳 香附 草果 甘草 砂仁 小茴香 木香,遍身壮热 疼痛 口苦 面色发红 寒热 眼昏
和气饮_《广嗣纪要》卷九引李东垣方,和气饮,《广嗣纪要》卷九引李东垣方,束胎和气饮、束胎饮,白术1钱半，黄芩1钱半，大腹皮1钱，枳壳（炒）1钱，苏叶茎5分，砂仁（炒）5分，炙草3分。,,水煎服。,广嗣纪要,白术 黄芩 大腹皮 枳壳 紫苏叶 砂仁 豨莶,妊娠 腹大 膨胀腹满 卧起不安
和气饮_《鸡鸣录》,和气饮,《鸡鸣录》,,白术（土炒）1钱5分，盐橘红1钱，盐香附2钱（研），茯苓8分，炒白芍1钱，酒芩1钱，川芎5分，炙草5分，酒归身1钱6分。,,水煎服。,鸡鸣录,白术 橘红 香附 茯苓 白芍 酒 川芎 豨莶,妊娠 不安 头痛 脚弱
和气饮_《女科万金方》,和气饮,《女科万金方》,和气散,厚朴5钱，香附5钱，白术4钱，枳壳4钱，黄芩4钱，小茴香3钱，陈皮3钱，藿香3钱，甘草3钱，玄胡索3钱，砂仁2钱，草果2钱。,,每服1钱，空心米汤或酒调服。,女科万金方,厚朴 香附 白术 枳壳 黄芩 小茴香 陈皮 藿香 甘草 新疆延胡索 砂仁 草果,血气不和 饮食不下 肚腹膨胀 干呕 恶心
和气饮_《嵩崖尊生》卷十四,和气饮,《嵩崖尊生》卷十四,,当归6分，川芎6分，白芍6分，人参6分，苏梗6分，陈皮6分，腹皮6分，甘草3分，木香2分。,,,嵩崖尊生,当归 川芎 白芍 人参 紫苏梗 陈皮 大腹皮 甘草 木香,妊娠 胃胀
和荣艾附汤_《玉案》卷五,和荣艾附汤,《玉案》卷五,,当归1钱5分，川芎1钱5分，条芩1钱5分，香附1钱5分，阿胶1钱5分，黄连8分，知母8分，甘草8分，泽兰叶8分，白芍8分。,,上加大枣5个，水煎，空心服。,玉案,当归 川芎 黄芩 香附 阿胶 黄连 知母 甘草 泽兰 白芍,月经不调 经行无定期 不育
和荣汤_《产科发蒙》卷二,和荣汤,《产科发蒙》卷二,,当归、芍药、桂枝、阿胶、莲房（炙黑）、甘草、大枣。,,水煎服。,产科发蒙,当归 红药子 桂枝 阿胶 莲房 甘草 大枣,动胎
和乳汤_《外科真铨》卷上,和乳汤,《外科真铨》卷上,,公英5钱，银花3钱，当归1钱，川芎7分，青皮7分，香附7分，浙贝1钱，甲珠1片，桔梗1钱，甘草5分。,,水煎服。,外科真铨,蒲公英 金银花 当归 川芎 青皮 香附 浙贝母 穿山甲 桔梗 甘草,肝气郁结 壅滞 乳痈 气滞不行 痰饮 作痛
和乳养营煎_《外科医镜》,和乳养营煎,《外科医镜》,,当归3钱，白芍3钱（酒炒），冬术3钱（土炒），熟地5钱，人参2钱，茯苓2钱，川芎1钱半，甘草1钱（生），香附3钱（姜汁制），夏枯草3钱（改用益母草1两）。,,水煎服。,外科医镜,当归 白芍 白术 熟地黄 人参 茯苓 川芎 甘草 香附 夏枯草,乳痈
和胎败毒散_《会约》卷十四,和胎败毒散,《会约》卷十四,,人参1钱，羌活1钱，前胡1钱，柴胡1钱，白苓1钱，甘草1钱，川芎1钱，枳壳1钱，桔梗1钱，黄芩1钱，白术1钱，苏叶1钱，葛根1钱，葱白1钱。,,生姜为引，水煎，热服。得汗而解。,会约,人参 羌活 前胡 柴胡 白茅根 甘草 川芎 枳壳 桔梗 黄芩 白术 紫苏叶 葛根 葱白,妊娠 伤寒 感冒
和胎调气饮_《叶氏女科》卷二,和胎调气饮,《叶氏女科》卷二,,陈皮（去白，炒）2钱，黄芩（酒炒）1钱5分，茯苓（炒）1钱，白术（蜜炙）1钱，枳壳（麸炒）8分，苏梗8分，炙甘草5分。,,水煎服。7日进1服。,叶氏女科,陈皮 黄芩 茯苓 白术 枳壳 紫苏梗 甘草,妊娠 动胎 气逆 喘促 外感
和胎饮_《广嗣纪要》卷九,和胎饮,《广嗣纪要》卷九,,白术1钱，白茯苓1钱，条芩1钱，厚朴（制）5分，麦冬5分，枳壳（炒）5分，甘草2分。,,水煎，食远服。,广嗣纪要,白术 茯苓 黄芩 厚朴 麦冬 枳壳 甘草,妊娠 肢体怠情 冲任不固 气逆 心腹胀 烦愦 不安
和胎饮_《理瀹》,和胎饮,《理瀹》,,紫苏、黄芩、白术、甘草。,,水煎，外抹胸背。,理瀹骈文,紫苏梗 黄芩 白术 甘草,妊娠 寒邪
和胎饮_《玉案》卷五,和胎饮,《玉案》卷五,,阿胶1钱5分，鹿角屑1钱5分，熟地1钱5分，蕲艾1钱5分，白术1钱，黄芩1钱，甘草1钱，砂仁1钱。,,加大黑枣2枚，水煎，空心服。,玉案,阿胶 鹿角 熟地黄 千年艾 白术 黄芩 甘草 砂仁,妊娠 月经过多
和痛汤_《古今医鉴》卷十二,和痛汤,《古今医鉴》卷十二,,当归1钱，川芎1钱，白芍（酒炒）1钱，熟地1钱，玄胡索7分，香附5分，青皮（炒）5分，桃仁（去皮）3分，红花3分，泽泻5分。,,水1钟，加童便半钟，黄酒半钟，煎至1钟，温服。,古今医鉴,当归 川芎 白芍 熟地黄 新疆延胡索 香附 青皮 桃仁 红花 泽泻,流产 心腹多痛
和胃汤_《妇科玉尺》卷四,和胃汤,《妇科玉尺》卷四,,丁香、半夏、枳实、白蔻仁、麦芽、川芎、当归、白芍、地黄、生姜、大枣。,,,妇科玉尺,丁香 半夏 枳实 白蔻 麦芽 川芎 当归 白芍 干地黄 生姜 大枣, 干呕
和胃汤_《嵩崖尊生》卷十四,和胃汤,《嵩崖尊生》卷十四,,白术1钱，陈皮1钱，半夏（油炒黄）1钱，茯苓1钱，藿香1钱，当归8分，白芍8分，砂仁4分，竹茹4分，甘草4分，紫苏8分。,,加生姜，水煎服。,嵩崖尊生,白术 陈皮 半夏 茯苓 藿香 当归 白芍 砂仁 竹茹 甘草 紫苏梗,妊娠 干呕
和胃丸_《千金翼》卷十五,和胃丸,《千金翼》卷十五,,大黄1分，细辛1分，黄连1分，蜀椒（去目闭口者，汗）1分，皂荚（炙，去皮子）1分，当归1分，桂心1分，杏仁（去皮尖双仁，熬）1两半，黄芩1两半，葶苈（熬）半两，阿胶（炙）半两，芒消半两，厚朴2分（炙），甘遂1两，半夏5分（洗）。,调六腑 安五脏 导达肠胃 令人能食,每服5丸，空腹酒送下，稍加至10丸，1日3次。,千金翼方,大黄 细辛 黄连 蜀椒 皂荚 当归 肉桂 杏仁 黄芩 葶苈子 阿胶 芒消 厚朴 甘遂 半夏,腹胁 气寒 不育
和胃饮_《景岳全书》卷五十一,和胃饮,《景岳全书》卷五十一,,陈皮1钱半，厚朴1钱半，干姜（炮）1-2钱，炙甘草1钱。,,水1钟半，煎7分，温服。,景岳全书,陈皮 厚朴 干姜 甘草,寒湿 霍乱 吐泻 痰饮 干呕 胀满 肚腹痛
和胃饮_《叶氏女科》卷二,和胃饮,《叶氏女科》卷二,,陈皮8分，桔梗8分，厚朴（盐制）8分，小茴香8分，益智仁8分，藿香8分，砂仁5分，苍术（米泔浸）4分，甘草3分。,,水煎服。,叶氏女科,陈皮 桔梗 厚朴 小茴香 益智仁 藿香 砂仁 苍术 甘草,妊娠呕恶冲逆 腹中疼痛
和血理气散_《玉案》卷五,和血理气散,《玉案》卷五,,当归1两，白鸡冠花子1两，白芍1两，木香3钱，熟地5钱，香附5钱，人参5钱，阿胶5钱，侧柏叶（炒黑）6钱，蒲黄（炒黑）6钱。,,每服2钱，空心米饮调下。,玉案,当归 鸡冠花 白芍 木香 熟地黄 香附 人参 阿胶 侧柏叶 蒲黄, 月经过多 淋漓不净 崩中漏下
和血通经汤_《卫生宝鉴》卷十八,和血通经汤,《卫生宝鉴》卷十八,,当归5钱，京三棱（炮）5钱，广荗（炮）4钱，木香3钱，熟地黄3钱，肉桂3钱，红花2钱，贯众2钱，苏木2钱，血竭1钱（另研）。,和血化瘀,每服3钱，食前热酒1盏调下。,卫生宝鉴,当归 三棱 莪术 木香 熟地黄 肉桂 红花 贯众 苏木 血竭,月经不通 恶露不下 瘀血 心腹胀 月经不通 胀痛 多倦 瘦弱
和血通经丸_《卫生宝鉴》卷十八,和血通经丸,《卫生宝鉴》卷十八,,芍药1两，木香半两，当归半两，肉桂半两，干漆（炒烟尽）半两，五灵脂半两，大黄半两，水蛭（炒）2钱半，广荗半两，虻虫30个（去头足，麸炒），桃仁27个（浸，去皮尖）。,,每服20丸，食前醋汤送下，温酒亦得，1日1次。,卫生宝鉴,红药子 木香 当归 肉桂 干漆 五灵脂 大黄 水蛭 莪术 虻虫 桃仁,月经不通 腰痛 血瘕
和血熄风汤_《衷中参西》上册,和血熄风汤,《衷中参西》上册,,当归1两，生黄耆6钱，真阿胶4钱（不炒），防风3钱，荆芥3钱，川芎3钱，生杭芍2钱，红花1钱，生桃仁1钱半（带皮尖捣）。,补助气血 逐邪发表,,医学衷中参西录,当归 黄芪 阿胶 防风 荆芥 川芎 白芍 红花 桃仁, 发搐
和营汤_《中医妇科治疗学》,和营汤,《中医妇科治疗学》,,归身2钱，白芍3钱，桂枝1钱，艾叶3钱，甘草1钱。,养血散寒,水煎，温服。,中医妇科治疗学,白芍 桂枝 艾叶 甘草,妊娠 血亏 寒邪 色淡 肚腹痛 头痛 阴寒 舌苔花白 脉浮 少力
和中安蛔散_《陈素庵妇科补解》卷三,和中安蛔散,《陈素庵妇科补解》卷三,,厚朴、广皮、白术、黄芩、黄连、木香、香附、乌梅、椒目15粒，白豆蔻5分，白芍、当归、甘草、生姜。,,,陈素庵妇科补解,厚朴 陈皮 白术 黄芩 黄连 木香 香附 乌梅 椒目 白豆蔻 白芍 当归 甘草 生姜,妊娠 饮食过度 寒热 不调 胃虚 吐蛔 恶心 饮食不下 憎寒壮热 动胎
和中煎_《鸡峰》卷二十,和中煎,《鸡峰》卷二十,,槟榔1两，木香1两，橘皮1两，青皮1两，神曲1两，麦蘖1两，茯苓1两，半夏1两，人参班两，白术半两。,匀气宽中 宣通壅滞 调顺三焦 快利胸膈 温养脾胃 消化宿谷,每服20丸，生姜汤送下。,鸡峰,槟榔 木香 陈皮 青皮 神曲 麦芽 茯苓 半夏 人参 白术,脾胃虚弱 胀满 腹刺痛 吞酸 干呕 恶心 妊娠 痰饮
和中理脾汤_《会约》卷十四,和中理脾汤,《会约》卷十四,,当归2钱，熟地（姜汁炒）2钱，白芍（酒炒）1钱半，川芎1钱，陈皮1钱，甘草1钱，黄芩1钱，半夏（姜炒）1钱半，白术2钱，杜仲（盐炒）2钱，茯苓1钱半。,和中理脾 防胎下堕,加生姜3分，大枣3个，水煎，空心服。,会约,当归 熟地黄 白芍 川芎 陈皮 甘草 黄芩 半夏 白术 杜仲 茯苓,妊娠呕恶冲逆 腰痛
和中汤_《胎产心法》卷下,和中汤,《胎产心法》卷下,,人参1钱，当归1钱，茯苓1钱，白术1钱5分（土炒），扁豆2钱，丁香3分，藿香3分，陈皮3分，炙甘草4分。,,加生姜1片，水煎服。,胎产心法,人参 当归 茯苓 白术 扁豆 丁香 藿香 陈皮 甘草, 血块 不痛 饮食不下
和中饮_《叶氏女科》卷二,和中饮,《叶氏女科》卷二,,茯苓1钱半，陈皮1钱半，半夏（汤泡，炒黄）1钱半，厚朴（姜制）1钱半，山楂肉1钱，白扁豆（炒）1钱，甘草5分，砂仁7分。,,加生姜3片，水煎服。,叶氏女科,茯苓 陈皮 半夏 厚朴 山楂 白扁豆 甘草 砂仁,妊娠呕恶冲逆 饮食不下 胸中胀满
河车大造丸_《活人方》卷三,河车大造丸,《活人方》卷三,,紫河车2具，熟地黄8两，人参4两，白术4两，当归4两，枸杞4两，茯苓4两，芍药4两，黄耆3两，川芎3两，杜仲3两，牛膝3两，山药3两，肉桂3两，甘草3两。,,每服3-5钱，空心白汤吞服。,活人方,紫河车 熟地黄 人参 白术 当归 枸杞子 茯苓 红药子 黄芪 川芎 杜仲 牛膝 山药 肉桂 甘草,先天不足 头目眩晕 骨蒸潮热 肌体羸瘦 精神不守 气血虚弱 元气虚惫 月经不调 赤白带下
河车大造丸_《内科概要》,河车大造丸,《内科概要》,,生地、熟地、牛膝、杜仲、当归、五味子、锁阳、苁蓉、杞子、天冬、黄柏、紫河车。,,,内科概要,鲜地黄 熟地黄 牛膝 杜仲 当归 五味子 锁阳 草苁蓉 枸杞子 天门冬 黄柏 紫河车,虚劳 血亏 怔忡不宁 盗汗 咳血 倒经吐衄 骨蒸潮热 崩中漏下 月经不通 脉数而无力
河车大造育麟丸_《胎产心法》卷上,河车大造育麟丸,《胎产心法》卷上,,熟地4两（9蒸9晒），紫河车1具（头胎肥大者，洗净蒸烂），山药（炒）1两5钱，白术（土炒）1两5钱，茯神1两，茯苓1两，人参1两，枣仁（去壳，炒，研）1两，麦冬（去心）1两，阿胶（蛤粉炒成珠）1两，续断肉（酒蒸）1两，杜仲（盐水炒断丝）1两，沙参1两，黄耆（蜜炙）1两，神曲（炒）1两，建莲肉（炒）1两，条芩（酒炒）1两，白芍药（酒炒）1两，丹皮1两，当归身1两5钱（酒洗），五味3钱（炒，研）。,,每服2-3钱，早、晚秋石或桂元汤任下。,胎产心法,熟地黄 紫河车 山药 白术 茯神 茯苓 人参 酸枣仁 麦冬 阿胶 续断 杜仲 沙参 黄芪 神曲 莲子 黄芩 白芍 牡丹皮 当归 五味子,血气不足 流产 气血虚
荷叶散_方出《外台》卷三十四引《广济方》，名见《圣惠》卷八十,荷叶散,方出《外台》卷三十四引《广济方》，名见《圣惠》卷八十,地黄汤,荷叶2枚（炙），蒲黄1两，甘草2两（炙），白蜜1匙，地黄汁半升。,,以水3升，煮取1升，绞去滓，下蒲黄、蜜、地黄汁，暖服。,外台秘要,荷叶 蒲黄 甘草 蜂蜜 干地黄, 血晕 心闷 倒错不识人 气息欲绝
荷叶散_《圣惠》卷八十,荷叶散,《圣惠》卷八十,,荷叶3分，延胡索3分。,,水1大盏，煎至6分，去滓，入地黄汁2合，更煎2-3沸，分2次温服，不拘时候。,太平圣惠方,荷叶 延胡索, 恶露不下 毒气冲心 闷绝 倒错不识人 涩
荷叶汤_《圣济总录》卷一六○,荷叶汤,《圣济总录》卷一六○,荷叶蒂汤,荷叶蒂7枚，苏枋木（锉碎）3分，牛膝（切、焙，去苗）半两，芍药半两，延胡索半两。,,每服3钱匕，水、酒共1盏，煎至6分，去滓温服。如晕甚不省，宜先用生鸡子清1枚打匀，灌入口即定却服本汤。,圣济总录,荷叶蒂 苏木 牛膝 红药子 延胡索,血运 唇口青白
荷叶丸_《北京市中药成方选集》,荷叶丸,《北京市中药成方选集》,,荷叶（酒蒸一半、炒炭一半）160两（每荷叶16两用黄酒8两，蒸炒相同），藕节32两，大小蓟（炒炭）48两，知母32两，黄芩炭32两，生地（煅炭）48两，棕榈炭48两，栀子（炒焦）32两，香墨4两，白茅根（炒炭）48两，玄参（去芦）48两，白芍32两，当归（炒炭）16两。,清热凉血 化瘀止血,每服2丸，温开水送下，1日2次。,北京市中药成方选集,荷叶 藕 小蓟 知母 黄芩 鲜地黄 棕榈皮 栀子 墨 白茅根 玄参 白芍 当归,咳嗽 吐血不止 咯痰带血 咯血 衄血 血溺
鹤顶丸_《普济方》卷三二九,鹤顶丸,《普济方》卷三二九,,艾叶1两（醋半盏，煮干，为末），牡蛎1两3钱（盐泥煅），赤石脂1两半（醋淬7次），吴茱萸1两半（汤泡，去涎），干姜1两半（炮制），龙骨1两（盐泥煅），当归7钱半（酒浸），附子半两（泡，去皮）。,,每服50丸，空心用艾叶盐汤乌梅煎送下。,普济方,艾叶 牡蛎 赤石脂 吴茱萸 干姜 龙骨 当归 附子,带下 不止 风邪  带下 失色 肌体羸瘦 冷热 赤白俱下 月经过多
黑白安胎散_《万氏女科》卷一,黑白安胎散,《万氏女科》卷一,,白术1两，熟地1两。,,水煎服。,万氏女科,白术 熟地黄,动胎
黑白散_《保命集》卷下,黑白散,《保命集》卷下,,乌金石（烧红，醋淬7遍，另为细末）、寒水石（烧存性，为末）各等分。,,另顿放，临服各炒末1钱半，粥饮汤下。痛止便不可服；未止再服，大效。,保命集,铁 寒水石,儿枕
黑白散_《回春》卷六,黑白散,《回春》卷六,,小麦、朴消、白矾、五倍子、葱白。,,煎汤，频洗。,回春,小麦 朴消 白矾 五倍子 葱白,阴中肿痛
黑丑散_《医略六书》卷二十八,黑丑散,《医略六书》卷二十八,,黑丑1两，半夏1两（制），白芥子2两（炒），木香1两，茯苓1两半，橘红1两，甘草5钱。,,每服1-2钱，水煎，去滓温服。,医略六书,牵牛子 半夏 白芥子 木香 茯苓 橘红 甘草,血气冲心痛 脉沉弦
